raw_expense_row_id,invoice_number,expense_date,amount,notes,exp_category_id,expense_category,approver_empl_id,approver_first_name,approver_last_name,approver_job_title,approver_email,approver_phone_number,office_id,office_name,office_street_address,office_city,office_state,office_zip_code,office_phone_number
380,20380,2026-03-31,2978.71,Carpet cleaning,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
381,20381,2026-04-01,4206.97,Photography flyers,3,Marketing,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,JERSEY CITY,NJ,7302,2015551212
382,20382,2026-04-02,2454.14,Office snacks,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
383,20383,2026-04-03,1457.09,Internet overage,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,718-555-1616
384,20384,2026-04-04,187.01,paper order,4,Office Supplies,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
385,20385,2026-04-05,11137.05,Shared workspace fee,5,Rent,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,JERSEY CITY,NJ,7302,2015551212
386,20386,2026-04-06,7776.34,Storage room lease,5,Rent,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
387,20387,2026-04-07,4579.59,Spring digital ads,3,Marketing,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,JERSEY CITY,NJ,7302,2015551212
388,20388,2026-04-08,3925.61,HVAC tune up,2,Maintenance,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
389,20389,2026-04-09,991.81,Office snacks,1,Utilities,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
390,20390,2026-04-10,3150.99,Paint touch-up,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
391,20391,2026-04-11,3409.15,HVAC tune up,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,609-555-1414
392,20392,2026-04-12,3555.81,Spring digital ads,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
393,20393,2026-04-13,1539.34,Neighborhood mailers,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
394,20394,2026-04-14,117.52,Printer toner,4,Office Supplies,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,203-555-1818
395,20395,2026-04-15,2135.75,Neighborhood mailers,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,MONTCLAIR,NJ,7042,9735551313
396,20396,2026-04-16,992.15,Breakroom supplies,4,Office Supplies,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
397,20397,2026-04-17,548.41,Conference room cables,4,Office Supplies,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
398,20398,2026-04-18,991.72,Carpet cleaning,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
399,20399,2026-04-19,9489.85,Shared workspace fee,5,Rent,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,201-555-1111
400,20400,2026-03-01,507.9,Office snacks,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
401,20401,2026-03-02,1685.47,MLS premium placement,3,Marketing,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
402,20402,2026-03-03,4305.42,Monthly branch rent,5,Rent,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
403,20403,2026-03-04,1050.31,Broker event promo,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,203-555-1818
404,20404,2026-03-05,806.9,Paper order,4,Office Supplies,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
405,20405,2026-03-06,845.57,Printer toner,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,201-555-1111
406,20406,2026-03-07,3023.36,MLS premium placement,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
407,20407,2026-03-08,850.94,paper order,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,HOBOKEN OFFICE,123 River St,Hoboken,NJ,7030,2015551111
408,20408,2026-03-09,97.6,Paper order,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,201-555-1111
409,20409,2026-03-10,568.76,Window repair,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
410,20410,2026-03-11,2593.81,Window repair,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
411,20411,2026-03-12,1834.24,Photography flyers,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
412,20412,2026-03-13,3610.91,Shared workspace fee,5,Rent,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
413,20413,2026-03-14,1820.36,gas service,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,STAMFORD OFFICE,300 Atlantic St,Stamford,CT,6901,2035551818
414,20414,2026-03-15,4823.26,Spring digital ads,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
415,20415,2026-03-16,78.45,Paint touch-up,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
416,20416,2026-03-17,1041.38,Electric bill,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,WHITE PLAINS,NY,10601,9145551717
417,20417,2026-03-18,383.1,Printer toner,4,Office Supplies,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
418,20418,2026-03-19,2692.59,Light bulbs,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
419,20419,2026-03-20,958.87,light bulbs,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
420,20420,2026-03-21,4913.7,Photography flyers,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,STAMFORD,CT,6901,2035551818
421,20421,2026-03-22,2480.32,gas service,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,CHELSEA OFFICE,456 8th Ave,New York,NY,10001,2125551515
422,20422,2026-03-23,573.14,Broker event promo,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
423,20423,2026-03-24,286.27,Printer toner,4,Office Supplies,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St.,Jersey City,NJ,7302,2015551212
424,20424,2026-03-25,3827.65,light bulbs,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
425,20425,2026-03-26,326.89,Water delivery,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
426,20426,2026-03-27,834.52,Breakroom supplies,4,Office Supplies,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
427,20427,2026-03-28,3226.02,HVAC tune up,2,Maintenance,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
428,20428,2026-03-29,6143.43,Storage room lease,5,Rent,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,MONTCLAIR,NJ,7042,9735551313
429,20429,2026-03-30,587.2,Office snacks,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,MONTCLAIR,NJ,7042,9735551313
430,20430,2026-03-31,2069.63,Window repair,2,Maintenance,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
431,20431,2026-04-01,363.92,Water delivery,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
432,20432,2026-04-02,1163.6,Water delivery,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,973-555-1313
433,20433,2026-04-03,898.79,Gas service,1,Utilities,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111
434,20434,2026-04-04,292.35,Paper order,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St.,Hoboken,NJ,7030,2015551111
435,20435,2026-04-05,826.87,breakroom supplies,4,Office Supplies,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,NEW HAVEN OFFICE,275 Chapel St,New Haven,CT,6510,2035552020
436,20436,2026-04-06,68.23,Conference room cables,4,Office Supplies,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
437,20437,2026-04-07,1524.35,Broker event promo,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
438,20438,2026-04-08,2127.02,Carpet cleaning,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
439,20439,2026-04-09,1682.08,HVAC tune up,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,203-555-1818
440,20440,2026-04-10,195.32,Carpet cleaning,2,Maintenance,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
441,20441,2026-04-11,1696.89,Water delivery,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,PRINCETON,NJ,8542,6095551414
442,20442,2026-04-12,158.62,Breakroom supplies,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
443,20443,2026-04-13,1738.69,Neighborhood mailers,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
444,20444,2026-04-14,3676.9,MLS premium placement,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
445,20445,2026-04-15,869.8,paper order,4,Office Supplies,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
446,20446,2026-04-16,3989.07,window repair,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,BROOKLYN HEIGHTS OFFICE,200 Montague St,Brooklyn,NY,11201,7185551616
447,20447,2026-04-17,2549.15,internet overage,1,Utilities,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
448,20448,2026-04-18,3003.8,Paint touch-up,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,STAMFORD,CT,6901,2035551818
449,20449,2026-04-19,3914.11,HVAC tune up,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,718-555-1616
450,20450,2026-03-01,136.93,Light bulbs,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
451,20451,2026-03-02,1750.86,MLS premium placement,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,718-555-1616
452,20452,2026-03-03,2267.5,Water delivery,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
453,20453,2026-03-04,2122.91,Internet overage,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
454,20454,2026-03-05,1065.63,Printer toner,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,WHITE PLAINS,NY,10601,9145551717
455,20455,2026-03-06,3754.9,Storage room lease,5,Rent,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
456,20456,2026-03-07,1908.52,Electric bill,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,MONTCLAIR,NJ,7042,9735551313
457,20457,2026-03-08,530.88,Paper order,4,Office Supplies,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
458,20458,2026-03-09,2510.08,office snacks,1,Utilities,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,HOBOKEN OFFICE,123 River St,Hoboken,NJ,7030,2015551111
459,20459,2026-03-10,2443.7,Paint touch-up,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,PRINCETON,NJ,8542,6095551414
460,20460,2026-03-11,8988.5,Storage room lease,5,Rent,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
461,20461,2026-03-12,6623.64,Storage room lease,5,Rent,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
462,20462,2026-03-13,831.52,Gas service,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
463,20463,2026-03-14,9384.55,Monthly branch rent,5,Rent,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St.,New Haven,CT,6510,2035552020
464,20464,2026-03-15,1633.43,water delivery,1,Utilities,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,HOBOKEN OFFICE,123 River St,Hoboken,NJ,7030,2015551111
465,20465,2026-03-16,1030.02,Desk chairs,4,Office Supplies,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
466,20466,2026-03-17,1678.24,Water delivery,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
467,20467,2026-03-18,4493.13,Photography flyers,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,BROOKLYN,NY,11201,7185551616
468,20468,2026-03-19,189.42,HVAC tune up,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
469,20469,2026-03-20,972.17,Paper order,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
470,20470,2026-03-21,1690.7,Office snacks,1,Utilities,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
471,20471,2026-03-22,939.63,Breakroom supplies,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
472,20472,2026-03-23,11695.47,monthly branch rent,5,Rent,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,MONTCLAIR OFFICE,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
473,20473,2026-03-24,6441.9,Storage room lease,5,Rent,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,JERSEY CITY,NJ,7302,2015551212
474,20474,2026-03-25,2314.38,Water delivery,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St.,White Plains,NY,10601,9145551717
475,20475,2026-03-26,155.39,Desk chairs,4,Office Supplies,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,203-555-1818
476,20476,2026-03-27,1299.75,Neighborhood mailers,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
477,20477,2026-03-28,283.21,carpet cleaning,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,PRINCETON OFFICE,55 Nassau St,Princeton,NJ,8542,6095551414
478,20478,2026-03-29,953.09,Desk chairs,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
479,20479,2026-03-30,2542.03,Electric bill,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,973-555-1313
480,20480,2026-03-31,4276.25,Shared workspace fee,5,Rent,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
481,20481,2026-04-01,47.19,HVAC tune up,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St.,Brooklyn,NY,11201,7185551616
482,20482,2026-04-02,605.43,Printer toner,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
483,20483,2026-04-03,3978.27,Carpet cleaning,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
484,20484,2026-04-04,3756.23,HVAC tune up,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
485,20485,2026-04-05,4826.41,MLS premium placement,3,Marketing,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111
486,20486,2026-04-06,274.74,Internet overage,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
487,20487,2026-04-07,445.86,Internet overage,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
488,20488,2026-04-08,4037.8,Broker event promo,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
489,20489,2026-04-09,2308.46,Carpet cleaning,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
490,20490,2026-04-10,125.05,paper order,4,Office Supplies,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,NEW HAVEN OFFICE,275 Chapel St,New Haven,CT,6510,2035552020
491,20491,2026-04-11,665.32,Water delivery,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
492,20492,2026-04-12,1228.87,Electric bill,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
493,20493,2026-04-13,989.66,Electric bill,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,609-555-1414
494,20494,2026-04-14,902.47,Window repair,2,Maintenance,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
495,20495,2026-04-15,3878.42,Carpet cleaning,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
496,20496,2026-04-16,3970.71,MLS premium placement,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
497,20497,2026-04-17,5697.07,Shared workspace fee,5,Rent,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
498,20498,2026-04-18,3444.9,Spring digital ads,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
499,20499,2026-04-19,2489.73,MLS premium placement,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,GREENWICH,CT,6830,2035551919
500,20500,2026-03-01,299.3,HVAC tune up,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St.,Jersey City,NJ,7302,2015551212
